Open,High,Low,Close,Adj Close,Volume,Price Change
1.642857,1.678571,1.635714,1.658571,1.658571,2260300,0.015714
1.645714,1.67,1.645714,1.654286,1.654286,4236400,0.008572
1.65,1.858571,1.648571,1.85,1.85,26442500,0.2000000000000001
1.955714,2.085714,1.944286,2.04,2.04,22964200,0.084286
2.068571,2.145714,2.044286,2.121428,2.121428,21014700,0.0528569999999999
2.1,2.1,1.95,2.068571,2.068571,16391900,-0.0314290000000001
2.065714,2.237143,2.044286,2.214286,2.214286,16340100,0.1485720000000001
2.294286,2.321429,2.207143,2.275714,2.275714,21408800,-0.0185720000000002
2.255714,2.29,2.195714,2.221429,2.221429,13318200,-0.0342850000000001
2.201429,2.212857,2.05,2.062857,2.062857,21267400,-0.1385719999999999
2.05,2.118572,2.021429,2.077143,2.077143,12043500,0.0271430000000001
2.092857,2.092857,2.037143,2.091429,2.091429,6179600,-0.0014279999999997
2.101429,2.127143,2.07,2.078571,2.078571,4358900,-0.0228579999999998
2.077143,2.091429,2.041429,2.041429,2.041429,5401900,-0.035714
2.028571,2.104286,2.028571,2.071429,2.071429,4250400,0.0428580000000002
2.061429,2.15,2.054286,2.125714,2.125714,8666700,0.0642849999999999
2.15,2.162857,2.078571,2.095714,2.095714,6981100,-0.0542859999999998
2.078571,2.185714,2.057143,2.174286,2.174286,6477100,0.0957149999999997
2.185714,2.24,2.128572,2.142857,2.142857,7657300,-0.0428570000000001
2.151428,2.164286,2.107143,2.122857,2.122857,3701600,-0.0285709999999999
2.15,2.238571,2.092857,2.235714,2.235714,8043000,0.0857140000000002
2.235714,2.441429,2.214286,2.415714,2.415714,19651800,0.1799999999999997
2.385714,2.478571,2.314286,2.38,2.38,13422500,-0.0057140000000002
2.358572,2.437143,2.342857,2.428571,2.428571,4904200,0.0699989999999997
2.425714,2.452857,2.388572,2.45,2.45,5144300,0.024286
2.457143,2.548571,2.442857,2.518571,2.518571,15251600,0.0614280000000002
2.521429,2.541429,2.442857,2.46,2.46,7092400,-0.0614289999999999
2.428571,2.46,2.4,2.455714,2.455714,4256700,0.0271430000000001
2.44,2.475714,2.357143,2.38,2.38,3711400,-0.06
2.327143,2.414286,2.311429,2.36,2.36,6835500,0.0328569999999999
2.352857,2.384286,2.284286,2.292857,2.292857,4981200,-0.06
2.285714,2.297143,2.107143,2.252857,2.252857,16706900,-0.0328569999999999
2.264286,2.351429,2.235714,2.284286,2.284286,13901300,0.02
2.33,2.37,2.278571,2.297143,2.297143,6188700,-0.0328569999999999
2.3,2.368572,2.288571,2.334286,2.334286,4042500,0.0342860000000002
2.33,2.382857,2.324286,2.344286,2.344286,4684400,0.0142859999999997
2.342857,2.382857,2.335714,2.364286,2.364286,2040500,0.0214289999999999
2.337143,2.362857,2.295714,2.348572,2.348572,3780700,0.0114289999999996
2.34,2.434286,2.321429,2.39,2.39,5493600,0.0500000000000002
2.344286,2.465714,2.32,2.418571,2.418571,6248900,0.0742850000000001
2.428571,2.431429,2.378572,2.387143,2.387143,4733400,-0.0414279999999998
2.401428,2.5,2.401428,2.458571,2.458571,7826000,0.0571429999999999
2.457143,2.457143,2.39,2.407143,2.407143,3982300,-0.0499999999999998
2.421429,2.421429,2.338571,2.361428,2.361428,3332000,-0.0600009999999997
2.37,2.385714,2.32,2.357143,2.357143,5567100,-0.0128569999999998
2.347143,2.368572,2.285714,2.342857,2.342857,4952500,-0.004286
2.295714,2.355714,2.294286,2.325714,2.325714,4628400,0.0300000000000002
2.334286,2.355714,2.31,2.341429,2.341429,3899000,0.0071430000000001
2.315714,2.427143,2.314286,2.412857,2.412857,4430300,0.0971429999999999
2.412857,2.43,2.364286,2.378572,2.378572,3916500,-0.0342849999999996
2.392857,2.421429,2.321429,2.342857,2.342857,4284000,-0.0499999999999998
2.342857,2.511429,2.342857,2.422857,2.422857,36587600,0.08
2.708571,2.797143,2.674286,2.788571,2.788571,13584900,0.08
2.8,2.802857,2.677143,2.701429,2.701429,11211900,-0.0985709999999997
2.72,2.747143,2.648571,2.651428,2.651428,6930000,-0.068572
2.67,2.762857,2.607143,2.762857,2.762857,22481900,0.0928569999999999
2.771429,2.848572,2.734286,2.795714,2.795714,17614800,0.0242849999999998
2.795714,3.024286,2.795714,2.984286,2.984286,23382800,0.1885720000000001
2.977143,3.052857,2.932857,2.948571,2.948571,13837600,-0.028572
2.95,3.007143,2.934286,2.995714,2.995714,8036700,0.0457139999999998
3.015714,3.131428,3.002857,3.108572,3.108572,15876700,0.0928580000000001
3.171429,3.221429,3.037143,3.048571,3.048571,32575900,-0.1228579999999999
3.034286,3.107143,2.947143,2.981429,2.981429,10217200,-0.0528569999999999
2.985714,3.025714,2.921429,3.0,3.0,6282500,0.0142859999999997
2.964286,3.215714,2.962857,3.157143,3.157143,14764400,0.192857
3.124286,3.208571,3.121428,3.138572,3.138572,7940800,0.0142859999999997
3.148571,3.248571,3.13,3.177143,3.177143,11184600,0.028572
3.185714,3.22,3.118572,3.127143,3.127143,4997300,-0.0585710000000001
3.112857,3.114286,2.985714,3.058571,3.058571,7648900,-0.0542859999999998
3.058571,3.074286,3.0,3.054286,3.054286,5347300,-0.0042850000000003
3.07,3.112857,3.021429,3.064286,3.064286,4164300,-0.0057139999999997
3.051429,3.071429,2.948571,3.014286,3.014286,3793300,-0.0371430000000003
2.992857,3.101429,2.98,3.005714,3.005714,5301800,0.0128570000000003
3.008571,3.064286,3.004286,3.008571,3.008571,1989400,0.0
2.99,3.064286,2.987143,3.027143,3.027143,3801000,0.0371429999999999
3.007143,3.14,3.0,3.134286,3.134286,5348700,0.1271429999999997
3.131428,3.134286,3.031429,3.057143,3.057143,4365200,-0.0742850000000001
3.065714,3.091429,3.014286,3.08,3.08,5308100,0.0142860000000002
3.08,3.107143,3.058571,3.064286,3.064286,4910500,-0.015714
3.127143,3.13,3.035714,3.077143,3.077143,4489800,-0.0499999999999998
3.077143,3.274286,3.064286,3.251429,3.251429,7956900,0.1742859999999999
3.25,3.282857,3.204286,3.227143,3.227143,8136100,-0.0228570000000001
3.237143,3.48,3.215714,3.441429,3.441429,21770700,0.2042859999999997
3.474286,3.578571,3.442857,3.567143,3.567143,13586300,0.0928569999999999
3.597143,3.64,3.502857,3.601429,3.601429,9025800,0.004286
3.615714,3.628572,3.471429,3.481429,3.481429,9099300,-0.1342850000000002
3.485714,3.494286,3.367143,3.381428,3.381428,9182600,-0.1042860000000001
3.382857,3.418571,3.307143,3.345714,3.345714,7121100,-0.0371429999999999
3.36,3.465714,3.352857,3.457143,3.457143,6596800,0.0971429999999999
3.478571,3.481429,3.285714,3.324286,3.324286,8695400,-0.1542850000000002
3.331429,3.417143,3.277143,3.311429,3.311429,5987100,-0.02
3.314286,3.348572,3.218571,3.238571,3.238571,5562900,-0.0757150000000002
3.228571,3.392857,3.214286,3.374286,3.374286,4533900,0.145715
3.38,3.488571,3.298571,3.452857,3.452857,6043800,0.0728569999999999
3.445714,3.454286,3.35,3.424286,3.424286,7032200,-0.0214280000000002
3.57,3.577143,3.471429,3.471429,3.471429,11167800,-0.0985709999999997
3.515714,3.515714,3.438571,3.462857,3.462857,4458300,-0.0528569999999999
3.524286,3.562857,3.475714,3.485714,3.485714,9803500,-0.0385719999999998
3.511429,3.807143,3.487143,3.712857,3.712857,24979500,0.2014279999999999
3.711429,3.824286,3.707143,3.805714,3.805714,9156000,0.0942850000000001
3.865714,3.991429,3.838571,3.855714,3.855714,14857500,-0.0100000000000002
3.817143,3.821429,3.695714,3.712857,3.712857,10733100,-0.1042860000000001
3.685714,3.748571,3.622857,3.668571,3.668571,6325200,-0.0171429999999999
3.73,3.971429,3.705714,3.892857,3.892857,13792100,0.1628569999999998
3.914286,4.141428,3.902857,4.098571,4.098571,17168200,0.1842849999999996
4.142857,4.178571,3.965714,4.03,4.03,13190800,-0.1128569999999999
4.024286,4.107143,3.86,3.93,3.93,8039500,-0.0942859999999998
3.934286,4.0,3.834286,3.985714,3.985714,7622300,0.051428
4.057143,4.111429,3.914286,4.108572,4.108572,6227900,0.0514289999999997
4.114286,4.171429,4.035714,4.157143,4.157143,5894000,0.0428569999999997
4.171429,4.212857,3.91,3.921429,3.921429,10773000,-0.25
3.872857,4.071429,3.808571,4.05,4.05,12467700,0.1771429999999996
3.892857,3.957143,3.654286,3.661429,3.661429,23018100,-0.2314279999999997
3.701429,3.794286,3.7,3.735714,3.735714,12789000,0.0342850000000001
3.782857,3.892857,3.75,3.852857,3.852857,13588400,0.0700000000000002
3.842857,3.945714,3.825714,3.915714,3.915714,7154000,0.0728569999999999
3.885714,3.914286,3.401428,3.568571,3.568571,24405500,-0.3171430000000002
3.674286,3.742857,3.532857,3.7,3.7,19790400,0.0257140000000002
3.732857,3.787143,3.63,3.754286,3.754286,11067000,0.0214289999999999
3.678571,3.804286,3.657143,3.772857,3.772857,9705500,0.0942860000000003
3.72,3.785714,3.658571,3.668571,3.668571,7213500,-0.0514290000000001
3.632857,3.904286,3.632857,3.874286,3.874286,12686100,0.2414290000000001
3.912857,4.022857,3.761429,3.868572,3.868572,29425200,-0.0442849999999999
3.871428,3.964286,3.845714,3.941429,3.941429,7023800,0.0700009999999999
3.955714,3.99,3.924286,3.972857,3.972857,4860800,0.0171429999999999
4.0,4.185714,3.992857,4.08,4.08,15790600,0.08
4.085714,4.1,3.975714,4.021429,4.021429,7617400,-0.0642849999999999
4.214286,4.321429,4.191429,4.221428,4.221428,25069800,0.0071419999999999
4.221428,4.297143,4.14,4.295714,4.295714,8765400,0.0742859999999998
4.3,4.3,4.115714,4.145714,4.145714,6177500,-0.1542859999999999
4.135714,4.142857,3.98,3.992857,3.992857,8719900,-0.1428570000000002
4.004286,4.048572,3.89,3.962857,3.962857,8299900,-0.0414289999999994
3.978571,4.121428,3.97,4.107143,4.107143,6850200,0.1285719999999997
4.141428,4.178571,3.957143,4.06,4.06,8668800,-0.0814280000000007
4.04,4.137143,3.971429,4.101429,4.101429,6076700,0.0614290000000004
4.065714,4.212857,4.064286,4.171429,4.171429,4934300,0.105715
4.145714,4.222857,4.138571,4.145714,4.145714,6227900,0.0
4.145714,4.184286,4.127143,4.178571,4.178571,1493800,0.0328569999999999
4.071429,4.085714,3.928571,3.94,3.94,10572800,-0.1314290000000002
3.931429,4.0,3.815714,3.857143,3.857143,6437200,-0.0742859999999998
3.861428,3.985714,3.848572,3.934286,3.934286,6079500,0.072858
3.964286,3.977143,3.864286,3.872857,3.872857,4576600,-0.0914289999999997
3.86,3.968571,3.857143,3.955714,3.955714,5601400,0.095714
3.928571,3.99,3.907143,3.957143,3.957143,4130700,0.028572
3.957143,4.01,3.944286,3.964286,3.964286,4062800,0.0071430000000001
3.961429,4.007143,3.885714,3.911429,3.911429,3868900,-0.0499999999999998
3.891428,3.935714,3.89,3.928571,3.928571,3061800,0.0371429999999999
3.897143,3.935714,3.654286,3.677143,3.677143,12957000,-0.2199999999999997
3.678571,3.691429,3.441429,3.585714,3.585714,22176000,-0.0928569999999999
3.492857,3.57,3.415714,3.435714,3.435714,13146700,-0.0571429999999999
3.454286,3.514286,3.22,3.49,3.49,27002500,0.035714
3.571429,3.71,3.474286,3.705714,3.705714,21862400,0.1342849999999997
3.735714,3.862857,3.717143,3.757143,3.757143,19579000,0.0214289999999999
3.767143,3.767143,3.642857,3.66,3.66,10205300,-0.1071429999999997
3.657143,3.681429,3.567143,3.587143,3.587143,5735800,-0.0699999999999998
3.777143,3.937143,3.74,3.912857,3.912857,22873200,0.1357139999999996
3.945714,3.964286,3.875714,3.942857,3.942857,6983200,-0.0028570000000001
3.935714,3.967143,3.915714,3.961429,3.961429,3277400,0.0257149999999999
3.97,3.971429,3.804286,3.854286,3.854286,6646500,-0.1157140000000001
3.861428,3.94,3.86,3.885714,3.885714,4174100,0.024286
3.882857,3.908571,3.848572,3.892857,3.892857,3621800,0.0099999999999997
3.867143,3.9,3.85,3.865714,3.865714,3435600,-0.0014289999999999
3.865714,3.874286,3.588571,3.721429,3.721429,15659700,-0.144285
3.642857,3.68,3.517143,3.571429,3.571429,15950200,-0.0714279999999996
3.552857,3.578571,3.535714,3.561429,3.561429,8123500,0.008572
3.56,3.648571,3.547143,3.575714,3.575714,8539300,0.015714
3.572857,3.607143,3.5,3.571429,3.571429,8081500,-0.0014279999999997
3.557143,3.635714,3.545714,3.632857,3.632857,7893900,0.075714
3.621428,3.692857,3.535714,3.55,3.55,8747900,-0.071428
3.54,3.69,3.514286,3.674286,3.674286,11428900,0.1342859999999999
3.661429,3.697143,3.634286,3.651428,3.651428,6004600,-0.0100009999999999
3.615714,3.7,3.56,3.68,3.68,7396200,0.064286
3.644286,3.658571,3.531429,3.55,3.55,5744900,-0.0942860000000003
3.548571,3.675714,3.537143,3.631428,3.631428,8390200,0.0828570000000001
3.55,3.628572,3.352857,3.352857,3.352857,13645100,-0.1971429999999996
3.371428,3.434286,3.298571,3.325714,3.325714,9058000,-0.0457139999999998
3.348572,3.535714,3.348572,3.534286,3.534286,37796500,0.1857139999999999
4.072857,4.15,4.071429,4.142857,4.142857,17522400,0.0700000000000002
4.072857,4.085714,3.895714,3.974286,3.974286,20804000,-0.0985709999999997
4.002857,4.014286,3.912857,3.942857,3.942857,14697900,-0.0599999999999996
3.935714,3.998571,3.884286,3.935714,3.935714,13813800,0.0
3.907143,3.928571,3.785714,3.872857,3.872857,11245500,-0.0342859999999998
3.864286,3.921429,3.674286,3.728571,3.728571,18517800,-0.1357149999999998
3.714286,3.752857,3.621428,3.73,3.73,9202900,0.015714
3.75,3.755714,3.668571,3.754286,3.754286,8971900,0.004286
3.77,3.78,3.678571,3.702857,3.702857,7437500,-0.0671430000000001
3.695714,3.718571,3.572857,3.591429,3.591429,12098100,-0.1042849999999999
3.572857,3.61,3.494286,3.511429,3.511429,10283000,-0.0614279999999998
3.521429,3.677143,3.484286,3.632857,3.632857,10423700,0.111428
3.637143,3.638572,3.571429,3.604286,3.604286,7714700,-0.0328569999999999
3.571429,3.585714,3.427143,3.512857,3.512857,11390400,-0.0585720000000002
3.492857,3.607143,3.492857,3.564286,3.564286,9583700,0.0714290000000001
3.554286,3.631428,3.554286,3.592857,3.592857,4835600,0.0385710000000001
3.584286,3.607143,3.562857,3.568571,3.568571,4440100,-0.0157150000000001
3.6,3.677143,3.581429,3.677143,3.677143,8024100,0.0771429999999999
3.678571,3.792857,3.671429,3.767143,3.767143,8131900,0.0885720000000001
3.754286,3.754286,3.6,3.672857,3.672857,8695400,-0.0814289999999999
3.664286,3.731429,3.642857,3.711429,3.711429,4199300,0.0471429999999997
3.748571,3.791429,3.737143,3.79,3.79,5584600,0.0414289999999999
3.79,3.84,3.65,3.83,3.83,7469000,0.04
3.83,3.845714,3.712857,3.835714,3.835714,5990600,0.0057139999999997
3.807143,3.874286,3.768571,3.83,3.83,4097800,0.0228570000000001
3.8,3.852857,3.788571,3.822857,3.822857,4018700,0.0228570000000001
3.84,3.84,3.614286,3.66,3.66,9734900,-0.1799999999999997
3.638572,3.694286,3.558571,3.637143,3.637143,6045200,-0.0014289999999999
3.642857,3.648571,3.572857,3.59,3.59,4598300,-0.0528569999999999
3.587143,3.681429,3.58,3.607143,3.607143,5110000,0.02
3.587143,3.685714,3.521429,3.65,3.65,7047600,0.0628569999999997
3.581429,3.637143,3.574286,3.585714,3.585714,6333600,0.0042849999999998
3.578571,3.658571,3.554286,3.631428,3.631428,3805200,0.0528569999999999
3.602857,3.618572,3.557143,3.587143,3.587143,3675000,-0.015714
3.578571,3.664286,3.575714,3.638572,3.638572,3471300,0.0600009999999997
3.645714,3.777143,3.59,3.738571,3.738571,9793700,0.0928569999999999
3.764286,3.95,3.757143,3.868572,3.868572,9045400,0.1042860000000001
3.892857,3.964286,3.85,3.881428,3.881428,5661600,-0.0114289999999996
3.867143,4.021429,3.864286,4.007143,4.007143,7182000,0.1400000000000001
4.011428,4.092857,3.928571,4.041429,4.041429,7041300,0.0300009999999995
4.024286,4.1,4.004286,4.095714,4.095714,3467800,0.071428
4.057143,4.157143,4.037143,4.127143,4.127143,5318600,0.0700000000000002
4.141428,4.142857,3.935714,4.004286,4.004286,8407700,-0.1371420000000007
4.018571,4.2,3.992857,4.172857,4.172857,7978600,0.1542859999999999
4.158571,4.192857,4.015714,4.091429,4.091429,6499500,-0.0671420000000004
4.071429,4.158571,4.071429,4.141428,4.141428,3915100,0.0699990000000001
4.141428,4.148571,3.997143,4.018571,4.018571,8521800,-0.1228570000000006
4.007143,4.021429,3.894286,3.915714,3.915714,11986100,-0.0914290000000002
3.85,4.128572,3.838571,4.094285,4.094285,14086100,0.244285
4.082857,4.088572,3.992857,4.035714,4.035714,6432300,-0.0471430000000001
4.035714,4.16,3.951429,3.991429,3.991429,4972800,-0.0442849999999994
3.985714,4.088572,3.965714,4.035714,4.035714,5165300,0.0499999999999993
4.057143,4.088572,3.977143,4.074286,4.074286,8251600,0.0171429999999999
4.095714,4.155715,4.05,4.102857,4.102857,6859300,0.0071430000000001
4.082857,4.18,4.078571,4.17,4.17,5076400,0.0871430000000001
4.142857,4.171429,4.107143,4.171429,4.171429,5381600,0.0285719999999995
4.18,4.267143,4.127143,4.257143,4.257143,8466500,0.0771430000000004
4.252857,4.535714,4.185714,4.44,4.44,19187000,0.1871430000000007
4.437143,4.471428,4.29,4.444286,4.444286,8883000,0.0071430000000001
4.434286,4.47,4.341429,4.4,4.4,9218300,-0.0342859999999998
4.405715,4.532857,4.301429,4.462857,4.462857,31042200,0.0571419999999998
4.715714,4.731429,4.457143,4.525714,4.525714,27640900,-0.1900000000000004
4.518571,4.571429,4.422857,4.497143,4.497143,14474600,-0.0214279999999993
4.541429,4.614286,4.441429,4.47,4.47,6516300,-0.0714290000000001
4.277143,4.398571,4.228571,4.234286,4.234286,15372000,-0.0428569999999997
4.265714,4.3,4.221428,4.228571,4.228571,10093300,-0.0371430000000003
4.228571,4.34,4.215714,4.314286,4.314286,9424100,0.0857150000000004
4.32,4.321429,4.23,4.244286,4.244286,8360800,-0.0757140000000005
4.23,4.292857,4.222857,4.284286,4.284286,3287900,0.0542859999999993
4.277143,4.347143,4.268571,4.328571,4.328571,4868500,0.0514280000000004
4.327143,4.347143,4.271429,4.285714,4.285714,4587100,-0.0414290000000008
4.458571,4.597143,4.371428,4.388571,4.388571,15789200,-0.0700000000000002
4.39,4.474286,4.335714,4.415714,4.415714,6365100,0.0257140000000006
4.402857,4.431428,4.215714,4.251429,4.251429,10653300,-0.1514280000000001
4.25,4.25,4.145714,4.227143,4.227143,6456100,-0.0228570000000001
4.192857,4.238572,4.004286,4.064286,4.064286,7114800,-0.128571
4.071429,4.194286,4.058571,4.094285,4.094285,6390300,0.0228559999999999
4.101429,4.115714,4.008572,4.012857,4.012857,6195700,-0.0885720000000001
4.005714,4.101429,3.955714,3.958571,3.958571,4592700,-0.0471430000000001
3.95,4.058571,3.948571,3.981429,3.981429,5382300,0.0314289999999997
3.962857,4.03,3.914286,4.0,4.0,7256900,0.0371429999999999
4.034286,4.131429,3.958571,3.99,3.99,6094900,-0.0442859999999996
3.971429,4.028572,3.831429,3.991429,3.991429,7155400,0.02
3.992857,4.107143,3.99,4.107143,4.107143,5455800,0.1142859999999998
4.114286,4.157143,4.061429,4.118571,4.118571,3797500,0.0042850000000003
4.097143,4.141428,3.928571,3.928571,3.928571,5427100,-0.1685720000000001
3.954286,4.052857,3.925714,3.955714,3.955714,8331400,0.0014279999999997
3.945714,4.072857,3.945714,4.072857,4.072857,4203500,0.1271429999999997
4.071429,4.108572,3.971429,3.992857,3.992857,3879400,-0.0785720000000003
3.967143,4.038571,3.857143,3.897143,3.897143,6242600,-0.0700000000000002
3.912857,3.912857,3.8,3.841429,3.841429,8615600,-0.0714279999999996
3.841429,3.89,3.751429,3.771429,3.771429,9676800,-0.0700000000000002
3.738571,3.985714,3.685714,3.968571,3.968571,16986900,0.2299999999999999
3.975714,3.978571,3.871428,3.932857,3.932857,8463000,-0.0428570000000001
3.918571,3.935714,3.81,3.868572,3.868572,7510300,-0.0499990000000001
3.842857,4.0,3.842857,3.934286,3.934286,10831100,0.0914290000000002
3.957143,4.028572,3.907143,3.998571,3.998571,6212500,0.0414280000000002
4.002857,4.062857,3.881428,3.957143,3.957143,8722000,-0.0457139999999998
3.951429,3.96,3.847143,3.874286,3.874286,8561700,-0.0771429999999999
3.905714,4.024286,3.865714,4.002857,4.002857,8585500,0.0971429999999995
3.948571,3.962857,3.827143,3.868572,3.868572,16476600,-0.0799989999999999
3.888572,3.897143,3.791429,3.881428,3.881428,10173100,-0.0071439999999998
4.007143,4.07,3.895714,3.952857,3.952857,9859500,-0.0542860000000002
3.93,3.96,3.892857,3.905714,3.905714,3780700,-0.024286
3.924286,4.007143,3.924286,3.957143,3.957143,4006100,0.0328569999999999
3.965714,3.974286,3.838571,3.844286,3.844286,5217100,-0.1214280000000003
3.874286,3.875714,3.752857,3.794286,3.794286,5618900,-0.08
3.8,3.894286,3.798571,3.88,3.88,5491500,0.08
3.892857,3.931429,3.785714,3.887143,3.887143,7066500,-0.0057139999999997
3.908571,3.937143,3.864286,3.891428,3.891428,2731400,-0.0171429999999999
3.854286,3.87,3.775714,3.805714,3.805714,4793600,-0.048572
3.795714,3.838571,3.778571,3.802857,3.802857,3276000,0.0071430000000001
3.795714,3.845714,3.714286,3.807143,3.807143,5056100,0.0114290000000001
3.822857,3.827143,3.738571,3.778571,3.778571,3127600,-0.044286
3.747143,3.775714,3.552857,3.618572,3.618572,19475400,-0.128571
3.622857,3.627143,3.498571,3.512857,3.512857,6599600,-0.1100000000000003
3.48,3.621428,3.471429,3.557143,3.557143,9004800,0.0771429999999999
3.542857,3.561429,3.412857,3.455714,3.455714,8575000,-0.0871430000000001
3.428571,3.511429,3.351429,3.401428,3.401428,6465200,-0.0271429999999996
3.397143,3.41,3.257143,3.342857,3.342857,16231600,-0.0542859999999998
3.327143,3.39,3.272857,3.384286,3.384286,10269000,0.0571429999999999
3.387143,3.444286,3.327143,3.335714,3.335714,7718900,-0.0514290000000001
3.324286,3.344286,3.281429,3.292857,3.292857,8186500,-0.0314289999999997
3.295714,3.407143,3.197143,3.394286,3.394286,24825500,0.0985720000000003
2.735714,2.742857,2.701429,2.718571,2.718571,23378600,-0.0171430000000003
2.757143,3.064286,2.75,2.888572,2.888572,22501500,0.1314289999999998
2.888572,3.025714,2.884286,2.978571,2.978571,10544100,0.0899990000000001
2.985714,2.985714,2.928571,2.955714,2.955714,8388100,-0.0300000000000002
2.962857,3.01,2.901428,2.928571,2.928571,13189400,-0.0342860000000002
2.971429,3.05,2.958571,2.977143,2.977143,11226600,0.0057139999999997
2.964286,2.964286,2.871428,2.912857,2.912857,13385400,-0.0514290000000001
2.94,3.107143,2.935714,2.994286,2.994286,17391500,0.0542859999999998
3.0,3.007143,2.921429,2.954286,2.954286,6384000,-0.0457139999999998
2.971429,2.971429,2.89,2.9,2.9,6967800,-0.0714290000000001
2.914286,2.938571,2.871428,2.88,2.88,6594700,-0.0342860000000002
2.86,2.885714,2.831429,2.878572,2.878572,7313600,0.0185720000000002
2.882857,2.884286,2.824286,2.84,2.84,6278300,-0.0428570000000001
2.842857,2.858572,2.834286,2.844286,2.844286,5253500,0.0014289999999999
2.862857,2.9,2.83,2.85,2.85,6462400,-0.0128569999999998
2.86,2.877143,2.795714,2.824286,2.824286,10453800,-0.035714
2.8,2.951429,2.798571,2.861428,2.861428,9569700,0.0614280000000002
2.871428,2.89,2.824286,2.835714,2.835714,5793900,-0.035714
2.841429,2.845714,2.731429,2.788571,2.788571,9548000,-0.052858
2.771429,2.784286,2.665714,2.677143,2.677143,12518100,-0.0942859999999998
2.678571,2.691429,2.588571,2.668571,2.668571,13015800,-0.0099999999999997
2.66,2.685714,2.601429,2.652857,2.652857,7628600,-0.0071430000000001
2.638572,2.691429,2.622857,2.674286,2.674286,7109900,0.035714
2.695714,2.788571,2.694286,2.75,2.75,9011800,0.0542859999999998
2.761429,2.781429,2.734286,2.765714,2.765714,6967100,0.0042849999999998
2.784286,2.884286,2.77,2.87,2.87,7435400,0.0857140000000002
2.885714,2.888572,2.844286,2.86,2.86,7647500,-0.0257140000000002
2.861428,2.895714,2.85,2.86,2.86,5992700,-0.0014280000000002
2.874286,2.891428,2.842857,2.89,2.89,4260200,0.015714
2.978571,3.098572,2.964286,3.002857,3.002857,20215300,0.024286
2.98,2.98,2.897143,2.902857,2.902857,9782500,-0.0771429999999999
2.891428,2.951429,2.864286,2.891428,2.891428,5731600,0.0
2.858572,2.978571,2.858572,2.945714,2.945714,6344800,0.087142
2.952857,3.122857,2.948571,3.107143,3.107143,15677200,0.1542860000000003
3.071429,3.201429,3.064286,3.18,3.18,9378600,0.1085709999999999
3.161429,3.222857,3.161429,3.211429,3.211429,4983300,0.0499999999999998
3.235714,3.274286,3.212857,3.245714,3.245714,9599100,0.0099999999999997
3.264286,3.284286,3.175714,3.19,3.19,8449000,-0.0742859999999998
3.178571,3.237143,3.1,3.135714,3.135714,13532400,-0.0428569999999997
3.167143,3.221429,3.161429,3.21,3.21,4520600,0.0428570000000001
3.205714,3.362857,3.202857,3.275714,3.275714,7473900,0.0699999999999998
3.277143,3.3,3.21,3.287143,3.287143,4979800,0.0099999999999997
3.325714,3.328571,3.272857,3.3,3.3,4502400,-0.0257140000000002
3.321429,3.328571,3.275714,3.282857,3.282857,3538500,-0.0385720000000002
3.285714,3.355714,3.285714,3.312857,3.312857,4239900,0.0271430000000001
3.321429,3.371428,3.272857,3.301429,3.301429,5580400,-0.02
3.315714,3.355714,3.234286,3.254286,3.254286,9544500,-0.0614279999999998
3.255714,3.302857,3.242857,3.258571,3.258571,5057500,0.0028569999999996
3.258571,3.295714,3.185714,3.291429,3.291429,7105700,0.032858
3.28,3.338571,3.258571,3.314286,3.314286,5247200,0.0342860000000002
3.335714,3.427143,3.297143,3.407143,3.407143,5028800,0.0714290000000001
3.407143,3.458571,3.378572,3.444286,3.444286,4361700,0.0371429999999999
3.455714,3.455714,3.41,3.428571,3.428571,2941400,-0.0271430000000001
3.441429,3.441429,3.354286,3.374286,3.374286,3579100,-0.0671429999999997
3.351429,3.395714,3.294286,3.34,3.34,9109800,-0.0114290000000001
3.328571,3.365714,3.317143,3.344286,3.344286,5347300,0.0157149999999997
3.362857,3.37,3.311429,3.314286,3.314286,4435200,-0.0485709999999999
3.334286,3.34,3.315714,3.317143,3.317143,7366100,-0.0171429999999999
3.314286,3.315714,3.222857,3.247143,3.247143,8232700,-0.0671430000000001
3.257143,3.277143,3.182857,3.198571,3.198571,5683300,-0.0585720000000002
3.182857,3.217143,3.161429,3.162857,3.162857,7921900,-0.02
3.16,3.185714,3.135714,3.177143,3.177143,10821300,0.0171429999999999
3.181429,3.657143,3.15,3.297143,3.297143,30411500,0.1157140000000001
3.948571,3.994286,3.89,3.962857,3.962857,19505500,0.0142860000000002
3.964286,3.982857,3.874286,3.964286,3.964286,11428200,0.0
3.95,3.998571,3.911429,3.941429,3.941429,13521900,-0.0085710000000003
3.952857,3.987143,3.921429,3.987143,3.987143,5996900,0.0342860000000002
4.0,4.057143,3.921429,3.951429,3.951429,11556300,-0.0485709999999999
3.958571,4.025714,3.921429,3.935714,3.935714,9830100,-0.0228570000000001
3.89,3.905714,3.787143,3.814286,3.814286,11160800,-0.075714
3.82,3.917143,3.742857,3.814286,3.814286,8771000,-0.0057139999999997
3.828571,3.9,3.821429,3.894286,3.894286,6659100,0.0657149999999999
3.85,3.977143,3.84,3.948571,3.948571,8931300,0.0985709999999997
3.935714,4.138571,3.907143,4.125714,4.125714,15641500,0.1900000000000004
4.118571,4.214286,4.11,4.131429,4.131429,14364000,0.0128579999999995
4.151429,4.217143,4.134286,4.197143,4.197143,7702100,0.0457139999999993
